x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,value,Timestamp
0,0,2,3,2,1,0,0,1,3,3,2,1,2,3,3,2,0,2,2,2,3,3,1,-0.3276081896748093,3573
3,2,0,3,1,2,1,1,3,2,2,1,2,1,0,3,1,3,3,2,0,0,1,3,-0.37680583554617686,3590
1,0,2,2,3,0,3,0,1,3,2,0,3,2,0,3,3,2,1,0,2,2,0,3,-0.4579711102459002,3607
1,1,1,2,1,1,3,1,2,1,2,1,2,2,3,2,3,2,1,3,3,1,2,2,-0.37680583554617686,3626
2,2,1,1,1,0,2,1,1,2,0,2,0,2,1,0,3,3,0,0,3,0,3,0,-0.22137914476624865,3643
2,0,0,0,1,0,1,3,0,2,2,1,1,0,1,1,0,2,3,2,1,3,3,1,-0.2145763359663444,3659
0,2,2,0,0,1,3,1,1,3,0,3,2,1,2,3,2,0,2,1,3,2,3,2,-0.3276081896748093,3675
3,0,3,2,0,0,3,3,0,0,1,2,1,0,2,0,1,0,1,3,1,3,3,1,-0.4579711102459002,3690
1,3,3,1,0,2,1,2,0,2,2,3,2,0,3,3,2,2,3,0,3,3,1,3,-0.3276081896748093,3706
1,0,2,3,3,0,1,3,0,3,1,2,3,0,0,3,1,3,3,1,3,0,1,3,-0.16630858464128406,3722
2,3,3,3,0,1,1,2,2,2,3,0,0,2,2,3,1,0,1,0,2,2,2,1,-0.3276081896748093,3738
0,3,1,0,3,3,3,1,1,2,2,3,1,2,3,2,0,1,0,3,2,2,2,2,-0.3034743140122791,3754
0,1,3,2,0,0,1,1,1,3,0,0,2,3,2,2,1,0,0,2,3,3,3,0,-0.4842088145571889,3773
0,3,1,3,2,3,3,2,2,1,1,0,0,1,0,3,1,3,3,3,1,1,0,2,-0.3276081896748093,3788
3,3,2,1,2,3,1,0,2,1,1,3,3,1,0,0,1,1,3,3,1,3,2,2,-0.22137914476624854,3805
1,2,0,2,1,0,2,0,1,3,1,2,3,2,0,0,0,0,0,1,2,1,1,2,-0.3276081896748093,3820
2,3,1,1,2,3,1,2,1,3,3,2,1,0,1,2,1,0,1,2,1,0,0,3,-0.37680583554617686,3835
0,0,2,3,0,2,2,1,2,2,0,0,0,1,0,3,1,1,1,3,3,2,1,2,-0.19724526910371842,3851
3,2,0,1,2,1,1,1,2,3,0,0,3,2,1,3,0,1,1,2,3,2,0,3,-0.3276081896748093,3867
0,1,3,3,3,1,2,0,2,1,1,1,3,0,3,1,1,3,1,1,3,1,0,3,-0.3276081896748093,3883
0,1,1,0,2,3,0,1,1,0,2,1,3,2,0,3,3,3,3,0,3,3,3,3,-0.11514285706779837,3900
0,1,1,2,2,0,3,3,2,3,0,2,1,2,3,1,0,0,3,3,3,3,0,3,-0.027174773568170885,3916
3,0,3,1,2,3,2,3,3,2,3,0,2,3,2,0,0,3,2,0,2,0,2,3,-0.22921289793207422,3932
3,1,3,0,3,0,1,2,3,2,0,1,0,2,3,0,3,1,3,3,1,0,3,0,-0.3276081896748093,3950
0,1,1,1,3,1,3,1,3,3,2,2,2,2,0,1,1,0,2,3,1,1,2,2,-0.27841054380344177,3966
0,2,2,2,0,1,3,0,0,3,1,3,0,2,3,2,0,1,3,1,2,3,3,0,-0.9059902211767518,3982
2,3,0,3,1,0,2,0,3,2,0,3,0,2,0,2,2,2,1,1,0,2,1,2,-0.3276081896748093,3998
0,1,0,0,2,2,1,1,0,2,1,2,0,2,1,1,1,0,0,3,0,3,2,0,-0.3276081896748093,4013
3,1,1,3,1,2,1,0,0,3,1,2,1,0,3,0,3,3,3,0,0,3,1,3,-0.3276081896748093,4030
2,3,0,1,2,3,2,0,1,1,3,1,3,2,2,3,0,2,2,2,0,0,2,2,-0.3276081896748093,4046
3,0,3,1,3,0,0,3,3,2,3,1,0,0,3,2,1,3,0,0,1,2,1,1,-0.19724526910371842,4125
3,1,1,2,0,3,1,0,3,3,3,1,2,2,2,2,0,2,2,0,0,1,0,0,-0.19724526910371842,4140
1,3,0,2,3,0,2,3,0,2,0,1,0,3,0,3,1,2,2,0,0,0,1,3,-0.3276081896748093,4155
0,2,2,0,2,1,3,1,3,0,2,1,3,3,3,2,3,3,3,0,0,3,0,0,-0.3276081896748093,4170
1,1,2,3,3,1,0,2,0,0,1,0,0,1,1,2,0,0,1,0,0,3,0,1,-0.3276081896748093,4186
0,3,1,0,3,0,2,3,0,2,3,3,2,0,1,2,1,1,0,1,2,0,0,1,-0.3276081896748093,4202
3,3,0,1,1,3,2,0,0,2,1,1,0,1,2,3,3,3,2,1,3,3,1,2,-0.172181498894881,4221
0,1,2,3,2,3,1,2,0,0,1,3,2,1,1,2,0,0,3,3,2,0,2,1,-0.46477391904580434,4235
3,1,2,0,0,3,1,2,1,0,1,2,0,0,0,1,1,1,3,0,1,1,0,2,-0.3276081896748093,4250
0,2,1,2,3,3,3,0,0,2,0,0,0,0,3,0,1,2,1,3,0,2,0,1,-0.2155062305126516,4264
1,2,3,1,0,1,3,3,2,0,2,2,1,2,3,1,2,1,2,0,1,2,3,1,-0.3276081896748093,4280
1,3,0,1,2,3,3,0,2,1,0,3,1,3,2,1,2,2,0,1,3,0,0,2,-0.3276081896748093,4300
1,0,3,3,1,2,0,1,3,1,1,0,0,0,1,2,0,0,0,2,1,2,1,0,-0.3276081896748093,4314
1,3,0,2,3,1,0,1,3,1,2,1,3,2,3,0,0,2,2,3,2,0,0,1,-0.4579711102459002,4329
1,3,1,2,1,2,1,3,3,0,0,3,3,0,0,0,2,1,0,2,0,3,0,1,-0.37680583554617686,4344
1,0,0,3,1,2,3,2,2,3,2,1,2,2,2,1,1,1,0,0,0,3,0,0,-0.19724526910371842,4362
3,0,1,2,0,0,0,3,3,0,0,2,1,0,0,0,0,1,3,2,2,0,0,1,-0.27253762954984473,4379
3,1,3,0,2,2,0,1,2,0,2,2,3,2,3,2,2,1,0,0,3,0,0,0,-0.3276081896748093,4401
3,0,3,3,2,2,0,3,0,3,1,0,1,3,1,2,3,0,2,1,1,3,0,0,-0.3276081896748093,4417
3,2,3,0,2,0,0,0,2,2,2,1,3,3,1,1,3,0,3,2,1,3,0,0,-0.4030435398574652,4432
2,1,3,2,3,3,0,1,1,2,0,0,2,1,2,3,3,2,0,0,2,0,0,3,-0.3276081896748093,4446
2,1,0,2,2,0,1,2,3,3,3,0,3,0,2,1,0,0,2,1,0,0,3,2,-0.46477391904580445,4461
2,0,0,1,3,3,2,0,0,0,2,1,1,2,0,2,0,3,0,2,0,1,1,3,0.23461670906695853,4474
1,2,0,0,3,1,0,1,0,3,3,0,2,2,1,0,1,1,3,1,3,1,0,3,-0.3276081896748093,4488
1,3,3,3,1,2,0,2,0,0,2,2,0,0,1,3,3,3,1,2,3,2,3,0,-0.5400735222818203,4504
3,0,2,0,3,2,1,1,2,2,1,3,2,0,3,1,0,2,2,1,1,3,0,1,-0.19724526910371842,4519
1,0,0,0,2,0,1,0,3,1,1,1,0,2,0,0,0,1,2,1,3,1,3,1,-0.4579711102459002,4533
3,3,2,0,3,3,1,3,3,1,0,3,0,3,1,1,1,2,1,2,1,3,0,0,-0.5322325263261052,4550
0,0,1,1,1,3,1,3,3,0,0,3,0,2,0,2,0,3,3,0,2,0,1,3,-0.46477391904580445,4568
1,0,0,0,2,3,3,3,0,3,2,1,1,1,2,0,1,1,2,0,3,1,3,3,-0.3276081896748093,4585
0,0,2,0,2,2,0,2,3,2,1,3,2,0,3,0,3,1,2,2,3,3,3,3,-0.22137914476624865,4601
0,3,1,0,1,0,0,1,2,1,2,0,3,0,2,3,1,2,0,0,1,2,2,1,-0.3276081896748093,4617
1,0,3,0,2,2,1,1,1,1,3,1,0,1,1,0,1,3,3,2,0,3,1,1,-0.3276081896748093,4634
1,0,2,0,1,2,3,2,3,2,1,0,2,0,0,1,2,3,2,1,2,2,2,1,-0.27841054380344177,4650
2,0,1,2,0,3,3,2,0,0,0,2,0,3,3,1,2,1,3,0,1,3,3,0,-0.7505635303968236,4664
1,0,1,2,3,2,1,1,3,0,3,1,0,3,0,0,2,3,1,2,0,0,2,3,-0.5710029639543652,4679
1,2,1,2,1,3,3,1,1,3,3,0,2,2,1,1,3,2,3,3,3,2,3,0,-0.2202052106637974,4697
1,2,3,0,3,2,0,1,1,3,2,3,1,3,3,1,1,2,1,1,2,1,3,1,-0.29667150521237484,4714
2,2,3,2,3,2,3,0,0,2,2,1,2,1,0,1,1,1,3,1,3,3,2,0,-0.19044246030381418,4733
1,2,0,1,3,2,0,3,3,0,3,1,2,1,0,0,2,1,1,3,0,0,3,3,-0.22137914476624865,4749
2,3,2,1,2,0,3,3,1,1,3,3,1,1,3,3,3,0,2,1,3,1,3,0,-0.7013658845254561,4765
0,1,3,2,3,2,2,2,2,2,1,1,2,1,3,1,0,1,3,3,2,0,3,0,-0.1904424603038143,4781
2,3,3,0,3,3,1,2,2,1,2,2,0,0,0,2,2,3,2,0,2,0,2,1,-0.1904424603038143,4797
2,1,2,1,0,1,1,2,1,2,3,3,1,0,3,2,1,0,0,0,0,1,3,1,-0.3276081896748093,4812
3,0,3,0,2,2,3,3,2,1,1,2,1,1,1,0,3,1,2,2,2,2,3,3,-0.46477391904580434,4828
0,1,3,2,2,0,3,3,0,2,3,1,3,1,2,1,0,2,2,2,1,0,2,1,-0.46477391904580434,4844
1,1,3,2,2,3,3,1,2,2,3,3,3,0,2,3,3,2,2,0,0,0,3,0,-0.3276081896748093,4861
3,3,1,0,3,3,1,1,3,0,0,0,0,0,1,0,1,1,1,0,1,3,1,2,-0.43383723458337,4878
2,2,0,0,2,0,2,1,2,2,3,0,0,2,1,2,2,3,3,1,0,3,1,1,-0.1904424603038143,4894
0,0,0,0,0,3,1,3,2,3,2,1,3,0,0,0,0,2,2,1,0,3,3,0,-0.009951999315048643,4908
2,1,0,1,1,1,0,2,1,0,1,0,3,1,1,2,0,3,2,0,2,3,2,3,-0.3276081896748093,4924
2,3,1,1,0,0,3,3,2,0,1,3,2,3,1,0,1,1,0,2,3,1,2,0,-0.3276081896748093,4940
1,1,3,3,3,2,0,3,3,1,2,1,0,3,3,2,1,2,0,2,3,1,2,1,-0.22137914476624854,4959
2,3,0,2,0,2,0,1,2,3,1,0,0,0,1,0,2,1,1,2,0,3,1,0,-0.1904424603038143,4975
1,3,1,2,3,2,1,0,2,1,1,1,0,2,0,1,2,0,1,0,1,2,3,1,-0.27841054380344177,4991
2,2,1,1,3,1,0,3,1,2,1,0,2,3,3,2,2,0,1,0,2,2,1,0,-0.32760818967480937,5008
0,3,3,3,0,2,2,3,2,0,0,0,0,3,0,3,2,3,3,2,2,3,3,0,-0.46477391904580434,5025
0,2,0,2,1,3,2,3,2,2,1,1,2,1,0,3,2,2,1,3,0,3,2,1,-0.8075949294340168,5041
1,2,0,1,0,0,0,1,3,2,2,0,1,1,3,0,3,3,1,2,1,1,1,3,-0.17100756479242984,5059
2,2,1,3,1,1,3,3,2,1,0,0,0,3,0,3,3,2,3,2,1,2,0,2,-0.22137914476624865,5077
3,1,1,3,1,2,0,3,0,2,3,0,3,0,3,1,1,0,2,0,1,2,2,0,-0.27841054380344177,5093
3,2,1,3,2,3,3,3,3,0,2,3,3,0,3,2,1,0,3,3,2,3,3,1,-0.27841054380344177,5111
2,0,0,0,1,0,3,2,1,0,3,0,0,1,3,3,3,0,3,1,0,0,0,3,-0.3276081896748093,5130
3,1,3,3,1,2,1,1,1,0,3,0,0,1,2,1,0,0,1,3,2,1,2,0,-0.37680583554617686,5145
0,1,3,0,2,2,2,2,2,1,3,2,0,3,0,3,0,3,1,0,0,3,3,0,-0.16630858464128417,5162
2,0,3,3,0,3,2,2,3,1,0,1,0,3,0,1,1,2,0,0,0,1,0,0,-0.3276081896748093,5177
3,0,2,0,0,0,2,3,1,2,3,0,0,3,3,1,1,0,0,2,0,1,2,2,-0.3276081896748093,5193
2,0,0,3,1,3,0,1,3,3,0,2,2,0,0,2,1,2,2,2,0,3,0,0,-0.37680583554617686,5209
2,2,2,3,1,2,2,1,1,3,0,1,3,2,1,1,0,2,2,3,1,1,1,2,-0.4579711102459002,5226
0,2,2,3,0,2,1,3,3,0,0,3,2,2,1,3,3,1,2,0,2,0,3,3,-0.08421341539525351,5243
0,0,1,0,3,0,2,2,0,3,1,2,0,1,3,1,1,3,2,3,2,3,3,3,-0.3276081896748093,5261
3,1,3,1,3,2,2,3,2,1,3,1,3,3,2,0,0,2,3,2,3,2,0,3,-0.19724526910371842,5279
2,2,2,3,1,0,0,0,0,2,2,0,3,3,2,1,1,1,0,1,3,3,3,3,-0.19044246030381418,5296
1,1,1,0,2,2,1,0,1,0,3,0,0,1,2,2,1,1,2,2,0,1,1,3,-0.46477391904580434,5312
3,0,0,3,2,2,3,1,2,2,3,2,3,1,2,1,3,0,1,3,3,1,3,2,-0.6086067102700634,5330
0,3,2,0,2,0,1,1,0,0,0,1,3,1,2,1,2,2,3,2,2,0,3,1,-0.1904424603038143,5346
2,0,0,3,3,3,0,1,3,0,2,0,0,2,1,3,3,3,1,3,0,1,0,2,-0.5642001551544609,5362
0,0,0,3,3,0,3,3,2,1,2,2,1,2,0,0,2,3,2,3,1,1,2,1,-0.46477391904580434,5377
3,0,2,1,1,3,2,0,1,1,3,0,2,0,2,3,1,0,2,2,1,1,1,1,-0.27841054380344177,5395
0,1,3,3,1,1,2,3,2,2,3,0,1,3,0,0,3,1,1,2,2,0,0,1,-0.3276081896748093,5412
2,1,1,0,1,1,3,0,1,3,1,1,0,2,3,0,2,3,1,2,3,1,3,0,-0.3276081896748093,5429
1,1,1,0,0,3,3,0,0,1,3,1,0,1,3,2,1,1,2,0,3,3,1,2,-0.27841054380344177,5448
2,0,1,3,1,0,3,0,3,2,0,0,2,2,3,1,3,2,1,3,1,2,2,2,-0.22137914476624865,5463
1,1,3,3,2,1,1,0,0,2,0,2,2,3,0,2,1,2,2,2,2,2,2,3,-0.3276081896748093,5479
3,1,2,1,2,0,0,2,0,1,0,3,2,2,2,0,0,1,1,0,3,3,1,0,-0.3276081896748093,5496
3,1,0,3,3,0,3,1,1,3,1,0,2,2,0,2,0,3,0,2,2,3,0,3,-0.46477391904580445,5513
1,0,3,0,3,1,2,1,2,1,3,0,2,2,2,0,2,2,3,3,3,0,0,1,-0.3276081896748093,5529
3,3,3,3,0,2,3,3,2,0,1,1,2,3,2,1,0,2,1,2,0,1,2,3,-0.48303488045473764,5545
2,1,2,3,3,0,2,1,1,0,2,3,1,3,1,2,0,3,2,3,1,3,0,2,-0.027174773568170774,5561
0,1,3,3,2,0,1,2,3,1,2,2,1,1,2,3,2,0,1,3,1,2,3,1,-0.3276081896748093,5577
0,1,3,3,3,3,0,1,1,0,2,3,3,0,2,3,2,1,1,3,2,3,2,2,-0.37680583554617686,5593
3,3,1,3,1,3,3,3,0,3,2,0,2,1,1,2,2,0,0,2,1,3,0,3,-0.3276081896748093,5610
0,1,2,0,1,1,0,3,0,3,0,2,1,1,1,0,3,2,1,2,3,0,0,0,-0.37680583554617686,5626
0,3,0,1,3,2,3,3,3,1,2,0,1,1,3,3,0,0,2,3,2,3,0,3,-0.4579711102459002,5642
1,0,0,2,0,1,0,0,1,0,1,3,3,0,1,0,2,2,2,2,2,1,2,1,-0.27841054380344177,5658
3,2,2,2,3,2,0,1,2,0,2,3,2,1,1,1,2,3,0,0,2,3,0,1,-0.4842088145571889,5674
1,1,0,2,3,3,1,0,1,0,1,3,1,2,1,2,0,3,3,1,2,3,3,1,-0.4908758764104527,5692
2,2,0,2,0,0,3,1,2,1,2,3,1,3,3,1,1,1,1,1,3,3,1,0,-0.37680583554617686,5709
1,1,0,1,1,0,1,1,1,3,0,2,0,1,3,2,3,3,3,0,0,0,2,2,-0.3276081896748093,5727
2,2,3,0,0,3,2,1,2,0,1,0,2,3,0,0,2,2,0,1,2,2,0,3,-0.0600795397327234,5742
3,2,1,1,1,2,1,0,3,3,2,2,1,2,3,1,3,1,1,3,3,1,2,0,-0.43383723458337,5760
0,3,1,2,0,2,2,0,0,3,0,3,3,2,0,1,1,2,3,0,1,2,2,2,-0.3276081896748093,5775
3,1,2,1,1,2,0,3,0,3,1,2,0,0,3,0,2,2,1,3,2,1,1,0,-0.37680583554617686,5791
1,1,2,2,2,1,3,2,1,1,2,3,1,3,1,2,1,2,1,1,1,3,0,3,-0.4908758764104527,5809
0,1,2,3,3,3,3,3,1,0,1,2,1,3,0,0,0,3,3,1,3,3,0,0,-0.3276081896748093,5824
1,3,0,1,0,3,1,1,2,2,3,2,2,3,3,2,1,1,3,2,0,2,3,1,-0.3276081896748093,5841
2,1,2,1,3,3,0,1,2,2,3,0,3,2,1,0,0,2,0,2,0,1,3,1,-0.46477391904580434,5855
1,0,3,3,1,1,1,3,1,0,3,1,2,2,0,2,2,3,0,1,1,1,1,3,-0.3276081896748093,5871
2,0,1,2,0,2,2,1,0,0,2,3,0,0,0,0,2,1,2,3,0,3,0,0,-0.3585448741372437,5886
0,2,2,0,0,0,0,3,2,1,2,3,0,1,1,3,2,1,3,0,0,1,2,3,-0.46477391904580434,5901
2,2,1,3,3,2,1,0,0,1,1,3,2,0,3,1,1,2,1,2,2,2,1,0,-0.3276081896748093,5919
2,2,3,1,0,2,0,1,2,2,0,2,3,3,3,0,2,3,0,0,2,2,0,1,-0.1904424603038143,5936
1,3,1,1,0,2,1,0,1,2,3,2,1,1,0,1,2,2,1,2,0,1,2,3,-0.27841054380344177,5952
2,3,3,1,0,2,3,1,1,0,2,3,3,0,0,3,2,1,0,3,0,1,1,3,-0.425996238627655,5968
3,0,0,1,0,1,0,1,3,0,0,1,0,1,1,1,0,3,0,1,3,3,2,1,-0.19724526910371842,5983
3,1,2,1,1,0,0,1,0,3,3,3,1,2,3,1,1,3,2,0,0,2,3,2,-0.46477391904580445,6000
1,2,3,2,0,1,3,1,2,0,1,1,0,2,3,2,0,1,3,1,0,0,3,2,-0.3276081896748093,6017
2,3,1,1,2,1,0,1,2,1,3,1,3,0,3,0,0,1,3,3,2,2,2,2,-0.701365884525456,6035
2,2,3,1,2,3,3,0,0,1,2,2,3,0,0,3,3,3,0,1,0,2,0,0,-0.3276081896748093,6050
0,3,2,3,2,2,3,3,1,3,1,0,3,2,3,3,2,3,1,0,2,3,0,0,-0.3276081896748093,6066
0,3,3,3,3,1,2,2,2,1,0,0,1,0,3,0,3,3,3,2,2,2,1,0,-0.27841054380344177,6082
0,2,3,1,1,2,0,2,3,1,1,1,1,2,3,1,1,1,2,3,1,1,2,2,-0.3276081896748093,6101
2,2,3,2,3,3,1,0,1,1,0,3,2,0,2,0,2,2,0,3,1,2,2,1,-0.3276081896748093,6117
1,3,1,2,2,0,3,3,1,1,0,3,2,2,1,3,0,1,2,1,2,3,2,1,-0.172181498894881,6206
2,1,0,1,3,3,0,3,2,3,1,1,2,2,1,1,1,1,0,3,0,1,0,3,-0.19724526910371842,6221
3,2,3,1,1,2,3,2,1,0,2,0,0,0,2,1,1,1,0,2,2,0,3,1,-0.3276081896748093,6236
3,0,2,3,1,1,1,2,1,3,2,1,1,3,0,1,0,3,1,3,0,1,0,2,-0.3276081896748093,6253
2,0,1,1,2,2,3,3,2,2,0,3,0,0,0,1,1,0,0,1,0,2,1,1,-0.35174206533733954,6268
1,0,2,1,1,1,2,0,3,3,0,1,1,1,1,1,2,1,2,0,0,3,3,2,-0.19724526910371842,6283
0,1,3,1,2,3,2,0,3,2,3,3,2,1,2,0,3,0,3,2,1,1,3,0,-0.6145717351282797,6300
2,3,1,2,3,0,0,2,2,2,2,2,1,3,0,0,3,2,0,1,2,2,3,0,-0.37680583554617686,6318
0,1,0,3,3,0,0,0,2,0,0,0,1,1,3,0,1,2,2,2,3,1,1,1,-0.46477391904580445,6334
1,1,3,3,1,3,1,2,3,3,2,2,0,3,2,2,1,1,0,2,3,0,3,2,-0.44533902353442,6351
3,3,1,3,3,0,1,0,1,3,0,1,1,2,2,0,2,2,1,3,2,1,3,1,-0.3276081896748093,6369
0,0,0,3,2,1,1,2,1,0,0,1,1,1,0,0,1,1,1,2,2,3,0,3,-0.19724526910371842,6384
0,2,0,2,2,3,0,1,0,3,2,3,2,3,2,1,0,3,1,2,3,2,2,3,-0.46477391904580434,6402
3,1,0,1,0,1,2,2,0,3,2,3,0,0,3,2,0,2,2,0,1,1,1,1,-0.3276081896748093,6417
0,1,3,0,1,2,3,3,1,1,2,1,0,2,2,3,1,2,1,0,3,3,1,2,-0.19044246030381418,6434
3,0,3,2,0,1,3,1,2,0,0,1,3,1,0,2,2,2,1,1,1,3,3,0,-0.4579711102459002,6450
3,3,3,2,1,2,0,2,0,3,1,0,0,2,3,0,1,3,1,1,1,0,1,0,-0.27841054380344177,6467
2,2,3,0,3,1,3,1,3,3,2,2,3,1,2,0,1,1,0,2,3,1,0,2,-0.302544419465972,6483
1,0,1,0,0,2,2,3,1,2,3,0,0,3,3,3,2,1,2,0,0,3,2,3,-0.3276081896748093,6499
1,2,0,1,1,0,3,1,2,0,2,1,0,1,1,3,0,3,0,3,0,0,0,2,-0.3538458939860979,6515
3,1,3,2,3,1,1,3,2,2,2,1,0,2,0,1,3,3,3,3,1,0,0,1,-0.46477391904580445,6532
3,0,2,2,0,3,1,0,3,2,0,1,2,2,2,0,2,2,2,2,2,3,3,1,-0.3276081896748093,6548
2,0,3,3,3,0,3,1,0,2,3,3,2,3,3,3,3,2,0,3,1,0,3,2,-0.4579711102459002,6564
2,0,3,2,0,1,3,0,2,3,3,2,3,1,3,0,2,3,1,2,0,1,1,2,-0.484208814557189,6580
3,2,3,2,1,0,1,2,3,0,1,2,1,0,3,2,2,2,0,0,3,0,2,2,-0.3276081896748093,6602
0,1,1,1,1,1,1,2,2,0,1,1,3,2,1,2,2,3,1,3,1,1,0,3,-0.46477391904580434,6620
2,1,3,1,1,1,3,2,1,1,1,0,3,3,0,3,0,3,2,0,3,2,0,3,-0.3276081896748093,6639
1,0,3,1,1,1,3,3,0,2,1,3,0,1,1,1,2,3,1,2,2,0,1,1,-0.3276081896748093,6656
1,2,2,0,0,3,2,1,0,3,1,2,2,3,3,3,0,2,0,3,3,0,1,2,-0.3276081896748093,6673
3,2,1,0,3,3,1,1,3,1,3,1,2,3,1,2,2,0,3,0,1,3,1,0,-0.3276081896748093,6691
1,3,2,3,0,3,0,0,2,0,2,0,3,1,3,1,3,3,2,3,2,3,3,0,-0.3276081896748093,6709
3,0,2,2,1,1,3,2,3,2,0,1,0,2,0,1,3,3,1,0,3,2,2,2,-0.3276081896748093,6727
2,1,0,1,0,3,1,3,0,0,1,3,0,3,2,1,2,0,0,3,1,1,1,0,-0.17898430769478513,6743
1,0,1,1,3,3,2,1,0,3,1,1,3,1,0,1,1,0,0,2,1,0,0,0,-0.19724526910371842,6758
1,3,2,2,3,3,1,1,1,2,2,2,1,0,1,3,2,3,0,0,0,0,0,2,-0.37680583554617686,6773
3,3,0,0,0,2,1,3,1,3,3,1,0,2,1,2,0,2,0,1,1,0,3,0,-0.30451250116809014,6790
1,1,0,1,2,3,1,1,2,2,0,1,2,1,1,3,0,3,3,0,3,2,3,1,-0.3276081896748093,6807
1,3,3,2,2,0,3,3,2,2,2,0,2,3,1,1,3,3,3,2,2,1,3,1,-0.3276081896748093,6824
0,3,1,2,1,2,2,2,1,0,2,1,2,2,2,1,0,0,3,2,3,2,3,2,-0.3276081896748093,6840
1,2,1,0,0,2,3,3,3,0,3,1,2,3,3,1,2,0,2,1,1,2,0,0,-0.3276081896748093,6855
3,1,1,1,1,3,0,1,3,1,3,1,2,1,3,2,2,2,2,3,1,0,2,3,-0.37680583554617686,6873
2,3,2,0,0,2,2,1,0,1,0,3,3,0,1,2,3,2,2,1,0,1,1,0,-0.19724526910371842,6889
0,3,2,3,1,2,1,1,2,3,1,0,2,2,0,3,3,3,1,1,2,0,1,3,-0.4250663440813478,6906
0,1,1,0,2,3,1,1,0,0,1,1,1,2,1,1,3,2,3,2,3,2,0,3,-0.3276081896748093,6922
3,0,2,1,3,0,0,3,0,3,3,1,0,1,0,3,3,1,1,2,3,1,2,3,-0.484208814557189,6940
0,0,3,1,2,3,1,3,0,3,3,0,3,2,2,1,2,0,0,0,0,1,1,2,-0.16537869009497685,6955
1,0,2,2,0,0,2,0,3,2,3,2,2,3,2,2,1,3,3,0,1,0,2,3,-0.3276081896748093,6973
1,3,0,2,1,3,0,1,1,0,3,2,3,3,3,3,2,1,3,3,3,3,3,2,-0.3276081896748093,6992
3,1,0,1,3,2,0,0,2,3,1,1,0,3,1,0,0,1,3,3,1,2,1,2,-0.3276081896748093,7009
